name,country,qs_rank,ti_rank,sh_rank,lon,lat,rank,iso2,region,continent,invRank,intRank,rankGroup
Brigham Young University,USA,-,-,350.5,-111.6493156,40.2518435,350.5,US,North America,Americas,0.0028530670470756064,350,300-400
Capital Medical University,China,-,-,350.5,116.352916,39.865177,350.5,CN,East Asia,Asia,0.0028530670470756064,350,300-400
Central South University,China,-,-,350.5,112.93251,28.16437,350.5,CN,East Asia,Asia,0.0028530670470756064,350,300-400
Chang Gung University,China,-,-,350.5,121.3901211,25.0309866,350.5,CN,East Asia,Asia,0.0028530670470756064,350,300-400
Chiba University,Japan,-,-,350.5,140.1033682,35.6277374,350.5,JP,East Asia,Asia,0.0028530670470756064,350,300-400
China University of Geosciences (Wuhan),China,-,-,350.5,114.401673,30.518151,350.5,CN,East Asia,Asia,0.0028530670470756064,350,300-400
Dalian University of Technology,China,-,-,350.5,121.529021,38.880381,350.5,CN,East Asia,Asia,0.0028530670470756064,350,300-400
East China University of Science and Technology,China,-,-,350.5,121.425248,31.140897,350.5,CN,East Asia,Asia,0.0028530670470756064,350,300-400
ESPCI ParisTech,France,-,-,350.5,2.347206,48.841427,350.5,FR,Western Europe,Europe,0.0028530670470756064,350,300-400
Hannover Medical School,Germany,-,-,350.5,9.805953,52.384053,350.5,DE,Western Europe,Europe,0.0028530670470756064,350,300-400
Hunan University,China,-,-,350.5,112.94395,28.178915,350.5,CN,East Asia,Asia,0.0028530670470756064,350,300-400
Indiana University – Purdue University Indianapolis,USA,-,-,350.5,-86.1763393,39.7738832,350.5,US,North America,Americas,0.0028530670470756064,350,300-400
Lanzhou University,China,-,-,350.5,103.8585624,36.0477699,350.5,CN,East Asia,Asia,0.0028530670470756064,350,300-400
Louisiana State University,USA,-,-,350.5,-91.1800023,30.4132579,350.5,US,North America,Americas,0.0028530670470756064,350,300-400
National and Kapodistrian University of Athens,Greece,-,-,350.5,23.7786871,37.968196,350.5,GR,Southern Europe,Europe,0.0028530670470756064,350,300-400
Ocean University of China,China,-,-,350.5,120.335301,36.061255,350.5,CN,East Asia,Asia,0.0028530670470756064,350,300-400
Okayama University,Japan,-,-,350.5,133.9222225,34.6873868,350.5,JP,East Asia,Asia,0.0028530670470756064,350,300-400
Shandong University,China,-,-,350.5,117.029014,36.64893,350.5,CN,East Asia,Asia,0.0028530670470756064,350,300-400
The University of Texas Health Science Center at Houston,USA,-,-,350.5,-95.4030452,29.7034179,350.5,US,North America,Americas,0.0028530670470756064,350,300-400
University of Central Florida,USA,-,-,350.5,-81.2000599,28.6024274,350.5,US,North America,Americas,0.0028530670470756064,350,300-400
University of Duesseldorf,Germany,-,-,350.5,6.794503,51.1888113,350.5,DE,Western Europe,Europe,0.0028530670470756064,350,300-400
University of Kentucky,USA,-,-,350.5,-84.5039697,38.0306511,350.5,US,North America,Americas,0.0028530670470756064,350,300-400
University of North Texas,USA,-,-,350.5,-97.1525862,33.207488,350.5,US,North America,Americas,0.0028530670470756064,350,300-400
University of Santiago de Compostela,Spain,-,-,350.5,-8.5449726,42.8885225,350.5,ES,Southern Europe,Europe,0.0028530670470756064,350,300-400
University of Tehran,Iran (Islamic Republic of),-,-,350.5,51.3957307,35.7022192,350.5,IR,South Asia,Asia,0.0028530670470756064,350,300-400
Toulouse 1 University Capitole,France,-,-,350.5,1.4371122,43.6067724,350.5,FR,Western Europe,Europe,0.0028530670470756064,350,300-400
George Washington University,USA,352,-,350.5,-77.0485992,38.8997145,351.25,US,North America,Americas,0.0028469750889679717,351,300-400
"Université Paris-Dauphine, PSL Research University",France,355,-,350.5,2.273451,48.870029,352.75,FR,Western Europe,Europe,0.002834868887313962,353,300-400
University of Tennessee,USA,455.5,-,250.5,-83.9294564,35.9544013,353,US,North America,Americas,0.0028328611898017,353,300-400
Kyung Hee University,Republic of Korea,256,-,450.5,127.052544,37.5961951,353.25,KR,East Asia,Asia,0.0028308563340410475,353,300-400
Moscow Institute of Physics and Technology,Russian Federation,355,-,-,37.5199434,55.9297243,355,RU,Eastern Europe,Europe,0.0028169014084507044,355,300-400
La Trobe University,Australia,360,-,350.5,145.048414,-37.7206671,355.25,AU,Australia and New Zealand,Oceania,0.0028149190710767065,355,300-400
University of Jyväskylä,Finland,357,-,-,25.7316336,62.2365317,357,FI,Northern Europe,Europe,0.0028011204481792717,357,300-400
University of Science Malaysia,Malaysia,264,-,450.5,100.3025177,5.3559337,357.25,MY,South East Asia,Asia,0.0027991602519244225,357,300-400
James Cook University,Australia,367,-,350.5,146.7572865,-19.326378,358.75,AU,Australia and New Zealand,Oceania,0.0027874564459930314,359,300-400
Virginia Tech,USA,367,-,350.5,-80.4234167,37.2283843,358.75,US,North America,Americas,0.0027874564459930314,359,300-400
Oxford Brookes University,UK,361,-,-,-1.224225,51.755011,361,GB,Northern Europe,Europe,0.002770083102493075,361,300-400
Universidade Nova de Lisboa,Portugal,361,-,-,-9.160333,38.733682,361,PT,Southern Europe,Europe,0.002770083102493075,361,300-400
Technische Universität Darmstadt,Germany,272,-,450.5,8.65614,49.874778,361.25,DE,Western Europe,Europe,0.002768166089965398,361,300-400
Huazhong University of Science and Technology,China,475.5,-,250.5,114.406972,30.510616,363,CN,East Asia,Asia,0.0027548209366391185,363,300-400
Iowa State University,USA,475.5,-,250.5,-93.6464654,42.0266187,363,US,North America,Americas,0.0027548209366391185,363,300-400
University of Turku,Finland,276,-,450.5,22.2851138,60.4562974,363.25,FI,Northern Europe,Europe,0.0027529249827942187,363,300-400
Pontifical Catholic University of Argentina,Argentina,364,-,-,-58.3661389,-34.612809,364,AR,South America,Americas,0.0027472527472527475,364,300-400
Rensselaer Polytechnic Institute,USA,364,-,-,-73.678803,42.730172,364,US,North America,Americas,0.0027472527472527475,364,300-400
Laval University,Canada,378,-,350.5,-71.2747424,46.7817463,364.25,CA,North America,Americas,0.002745367192862045,364,300-400
Tokyo Medical and Dental University,Japan,367,-,-,139.764451,35.7012897,367,JP,East Asia,Asia,0.0027247956403269754,367,300-400
University of the Philippines,Philippines,367,-,-,121.0107556,14.5979292,367,PH,South East Asia,Asia,0.0027247956403269754,367,300-400
University of Tromsø,Norway,367,-,-,18.9710079,69.679788,367,NO,Northern Europe,Europe,0.0027247956403269754,367,300-400
University of Southern Denmark,Denmark,384,-,350.5,10.4282364,55.3689827,367.25,DK,Northern Europe,Europe,0.002722940776038121,367,300-400
Colorado State University,USA,485.5,-,250.5,-105.0865473,40.573436,368,US,North America,Americas,0.002717391304347826,368,300-400
University of St.Gallen,Switzerland,372,-,-,9.3755673,47.4321575,372,CH,Western Europe,Europe,0.002688172043010753,372,300-400
University of Colorado Denver,USA,394,-,350.5,-105.0023325,39.7463895,372.25,US,North America,Americas,0.002686366689053056,372,300-400
Aston University,UK,373,-,-,-1.8882174,52.4868584,373,GB,Northern Europe,Europe,0.002680965147453083,373,300-400
Moscow State Institute of International Relations,Russian Federation,373,-,-,37.4846619,55.6728244,373,RU,Eastern Europe,Europe,0.002680965147453083,373,300-400
National Research Nuclear University,Russian Federation,373,-,-,37.6638742,55.649567,373,RU,Eastern Europe,Europe,0.002680965147453083,373,300-400
University of Kent,UK,373,-,-,1.0682493,51.2968974,373,GB,Northern Europe,Europe,0.002680965147453083,373,300-400
Ewha Womans University,Republic of Korea,299,-,450.5,126.9468294,37.5618577,374.75,KR,East Asia,Asia,0.00266844563042028,375,300-400
Tampere University of Technology,Finland,380,-,-,23.8586408,61.4497952,380,FI,Northern Europe,Europe,0.002631578947368421,380,300-400
Heriot-Watt University,UK,312,-,450.5,-3.3203494,55.9096602,381.25,GB,Northern Europe,Europe,0.002622950819672131,381,300-400
National Research University – Higher School of Economics,Russian Federation,382,-,-,44.0672315,56.3173389,382,RU,Eastern Europe,Europe,0.002617801047120419,382,300-400
Brandeis University,USA,415.5,-,350.5,-71.258663,42.364989,383,US,North America,Americas,0.0026109660574412533,383,300-400
University of Warsaw,Poland,415.5,-,350.5,21.0186012,52.2403463,383,PL,Eastern Europe,Europe,0.0026109660574412533,383,300-400
National Research Tomsk Polytechnic University,Russian Federation,386,-,-,84.9496823,56.4652485,386,RU,Eastern Europe,Europe,0.0025906735751295338,386,300-400
National Sun Yat-sen University,"Taiwan, Province of China",388,-,-,120.265843,22.6264249,388,TW,East Asia,Asia,0.002577319587628866,388,300-400
Swinburne University of Technology,Australia,425.5,-,350.5,145.0389546,-37.8221504,388,AU,Australia and New Zealand,Oceania,0.002577319587628866,388,300-400
University of Connecticut,USA,425.5,-,350.5,-72.2539805,41.8077414,388,US,North America,Americas,0.002577319587628866,388,300-400
United Arab Emirates University,United Arab Emirates,390,-,-,55.676034,24.200588,390,AE,Middle East,Asia,0.002564102564102564,390,300-400
Dublin City University,Ireland,391,-,-,-6.2567865,53.385062,391,IE,Northern Europe,Europe,0.0025575447570332483,391,300-400
National Central University,"Taiwan, Province of China",391,-,-,121.1925163,24.9694808,391,TW,East Asia,Asia,0.0025575447570332483,391,300-400
Xiamen University,China,435.5,-,350.5,118.097855,24.4373484,393,CN,East Asia,Asia,0.002544529262086514,393,300-400
The American University in Cairo,Egypt,395,-,-,31.499674,30.018923,395,EG,North Africa,Africa,0.002531645569620253,395,300-400
Illinois Institute of Technology,USA,395,-,-,-87.6270059,41.8348731,395,US,North America,Americas,0.002531645569620253,395,300-400
HUFS - Hankuk (Korea) University of Foreign Studies,Republic of Korea,397,-,-,127.057843,37.597319,397,KR,East Asia,Asia,0.0025188916876574307,397,300-400
